"rho","gamma","brier_male","brier_female","auc_male","auc_female"
0.8,0.7,0.186329308041987,0.122033964105371,0.844151318522882,0.855483822751553
0.9,0.7,0.252259201301501,0.156746247897519,0.878819225999189,0.913296295246133
0,0.8,0.157425624513961,0.0905621463757932,0.761010371540285,0.799340324700704
0.1,0.8,0.151047865447883,0.0867848506254602,0.776046963992829,0.798523649598078
0.2,0.8,0.152791060947125,0.0852957150604906,0.768338004281194,0.800130787773202
0.3,0.8,0.157344506536362,0.0888518512425338,0.787457218669134,0.80574166858191
0.4,0.8,0.154256544151409,0.0860356954068176,0.797146819516155,0.806669976354134
0.5,0.8,0.151396317425366,0.0939041424492328,0.806467769153574,0.810090618662497
0.6,0.8,0.162205396012252,0.0872745859537569,0.807868160422351,0.823136646247996
0.7,0.8,0.164158889872018,0.0983690129159068,0.830637791841066,0.821011691447495
0.8,0.8,0.210505380200298,0.115779350722546,0.856062298500707,0.859232967071721
0.9,0.8,0.24680224155396,0.154074945300719,0.880967266278372,0.941406871626686
0,0.9,0.160111017980732,0.0883337174404403,0.764902000502842,0.80389998636812
0.1,0.9,0.180276288845168,0.0848359299306457,0.767356935144685,0.80596240616101
0.2,0.9,0.156656533476812,0.0896352653168082,0.771197614598271,0.803313941787464
0.3,0.9,0.153784987474377,0.0848427633269288,0.781642719996291,0.80693188416741
0.4,0.9,0.159431554371362,0.0887292925534077,0.790198999881056,0.809677335136491
0.5,0.9,0.156608783676439,0.0889046236260902,0.800985811643791,0.808785166516593
0.6,0.9,0.169427494312982,0.0968342254707899,0.811180105035863,0.815705829062681
0.7,0.9,0.179587137862021,0.103250140725378,0.836024730224854,0.84482947969192
0.8,0.9,0.206365404877647,0.117517370135537,0.85623540721252,0.858624857250575
0.9,0.9,0.299556041595992,0.174532891740816,0.884032119549547,0.93488988240037
0,0,0.150440896860986,0.0931920523411708,0.768901074770089,0.795293880496383
0.1,0,0.148949835912579,0.0998229803115973,0.778164520452547,0.78651161314568
0.2,0,0.162170525488002,0.0944427734519549,0.790525275235203,0.789239685964831
0.3,0,0.154845230317656,0.0940879266088109,0.788292318381329,0.787905667251994
0.4,0,0.149152930246139,0.0970579569192818,0.794030179071618,0.793823844102546
0.5,0,0.157222493491128,0.0957632335732141,0.814136460308164,0.79829131471243
0.6,0,0.160266578417925,0.102218093386131,0.821555021677622,0.80755632470836
0.7,0,0.169743092066079,0.105781652268914,0.838275976107242,0.823858503960896
0.8,0,0.187699690244331,0.122343621413035,0.855950298531123,0.84945392873746
0.9,0,0.249012106985535,0.174306946529814,0.889402314577451,0.913420773425007
0,0.1,0.153112903836148,0.0918168997350886,0.768307031698874,0.793409676750609
0.1,0.1,0.155794231641623,0.0934226287878292,0.774349765533167,0.79555593992529
0.2,0.1,0.147622618576877,0.0958732607615052,0.781758230515497,0.791441632101924
0.3,0.1,0.152603801277307,0.0961103521227164,0.786464663731669,0.793321507525751
0.4,0.1,0.165984013445512,0.0958615682862715,0.805706749611246,0.792470115593135
0.5,0.1,0.156080380399002,0.0912262157564158,0.810696296525645,0.809109329796986
0.6,0.1,0.165370123580247,0.0980670408275403,0.826558577351288,0.809084696077385
0.7,0.1,0.174600359294524,0.102312504994849,0.850874373745351,0.826409619017933
0.8,0.1,0.199222440124093,0.123100425757046,0.867175092630155,0.848139059965542
0.9,0.1,0.288206733902305,0.185701384468327,0.903901023282441,0.925632078564733
0,0.2,0.149916678373383,0.0931399258029244,0.776847710286755,0.794697536288214
0.1,0.2,0.144907822859616,0.0881723664256721,0.767318144824274,0.798538514049538
0.2,0.2,0.150293029910398,0.0879259575525896,0.783875885272879,0.798400004780275
0.3,0.2,0.149823877202325,0.0924095611471851,0.791566602725043,0.79243293118751
0.4,0.2,0.14746754540831,0.0913878683390914,0.796198921970186,0.802189612026468
0.5,0.2,0.155656272466961,0.088006207232028,0.814551195815437,0.809195269231997
0.6,0.2,0.163334567225091,0.0961563043276804,0.832790107931449,0.819169733870987
0.7,0.2,0.161027847804968,0.10318670113971,0.832344999406123,0.835527300605757
0.8,0.2,0.194483581947895,0.127861313430827,0.863674178204538,0.862576464758277
0.9,0.2,0.236943696957066,0.174205054912165,0.885053678844819,0.920862213735778
0,0.3,0.150267222611369,0.0923311845857668,0.764951141153399,0.79373513899905
0.1,0.3,0.147333998421096,0.085123177950506,0.771225663797702,0.8040868268306
0.2,0.3,0.151745154218999,0.0888135135735584,0.775975105456868,0.799179252208759
0.3,0.3,0.152653700825568,0.0931403879395376,0.79473696692795,0.798176470328689
0.4,0.3,0.153393618519423,0.0946634562650064,0.804501086690622,0.794666794768876
0.5,0.3,0.150499664483094,0.095013188188833,0.801480256100017,0.802293375737476
0.6,0.3,0.158437781633901,0.0973786863424977,0.819214079705056,0.812138973476258
0.7,0.3,0.160751976504876,0.105478356450497,0.835397559505194,0.832878644303716
0.8,0.3,0.201616962165672,0.112590519587552,0.875071973771569,0.858486060471593
0.9,0.3,0.267551268303396,0.15650688776071,0.894567864725283,0.939185798094122
0,0.4,0.156941119209553,0.0942784342377447,0.777385249659935,0.795927467449915
0.1,0.4,0.148335027971727,0.0909766881440834,0.781330748086203,0.796447105046313
0.2,0.4,0.149015865997861,0.087917014451233,0.790526546551466,0.805952349632179
0.3,0.4,0.150260787639701,0.0858922363861973,0.794093189899426,0.805737696041932
0.4,0.4,0.153705831486237,0.0885243310640767,0.803930978967165,0.795972100797514
0.5,0.4,0.156096697317568,0.085468032762805,0.814929025960547,0.815455345725399
0.6,0.4,0.154605672100566,0.0971707056780138,0.817852771670666,0.816248474456944
0.7,0.4,0.164432815321652,0.106929544538565,0.835195476445407,0.828777976021566
0.8,0.4,0.191412587314476,0.12317341538938,0.865187690444781,0.883091916960002
0.9,0.4,0.264877934550907,0.14551127637991,0.894475708121401,0.935352251128036
0,0.5,0.147777398966973,0.0874750283443106,0.766222799478697,0.796426173614331
0.1,0.5,0.146870812213196,0.0883890153746884,0.769629569194357,0.797591927142301
0.2,0.5,0.153574528306226,0.0883133660357712,0.777632671148882,0.800297362138155
0.3,0.5,0.147334562870681,0.0880388719042134,0.790113126628125,0.802661721447487
0.4,0.5,0.149078037629048,0.0914116001777189,0.794989786729385,0.800126689755678
0.5,0.5,0.146891847479059,0.0887363701126437,0.81117241547742,0.813630455439785
0.6,0.5,0.157717038135547,0.089154874092344,0.815441932213205,0.82081607212972
0.7,0.5,0.163095377267433,0.102998433449551,0.830869254675603,0.824746695932002
0.8,0.5,0.18093192557551,0.118289030622397,0.849642896109984,0.858530359840905
0.9,0.5,0.292167202073804,0.171928668153044,0.899662261546223,0.935151435267449
0,0.6,0.152115683615322,0.0881466024906894,0.763942075521737,0.797450135091685
0.1,0.6,0.145025445107522,0.0883400786011237,0.774544116922989,0.799293212802032
0.2,0.6,0.145297708597679,0.0891760791972846,0.776397258117543,0.797248757013844
0.3,0.6,0.154307021324679,0.0895310988196596,0.790690992320868,0.803344199215855
0.4,0.6,0.147907881837837,0.0867650489859596,0.793964472359778,0.808862530216722
0.5,0.6,0.152708908601029,0.0951379495318478,0.801438408498884,0.802239940758914
0.6,0.6,0.164886849689546,0.0946830229832775,0.823699492001425,0.814058939660055
0.7,0.6,0.171788162213595,0.100619032969741,0.841569763658642,0.823467725865194
0.8,0.6,0.18942485904838,0.115101240703223,0.857317744575684,0.849482826228963
0.9,0.6,0.302414785900064,0.162113895771374,0.902407312080553,0.931415023803028
0,0.7,0.151209832036423,0.086540263841818,0.764525135748356,0.803602100647807
0.1,0.7,0.15292066656863,0.0826923900229399,0.777407317756242,0.811378791343039
0.2,0.7,0.158555377170512,0.0849237828845171,0.785462564756222,0.80404911554837
0.3,0.7,0.159639058477231,0.0791254548811147,0.784249962763921,0.810017617132414
0.4,0.7,0.15467147403603,0.0860465947390776,0.791619594245057,0.810988165052537
0.5,0.7,0.153616420624288,0.0964408113500729,0.805332048829835,0.799908768913146
0.6,0.7,0.157907838857578,0.0915200324023538,0.809019966382114,0.826903702725951
0.7,0.7,0.16970747808584,0.0956276789219661,0.8267658036526,0.835112231800398
0.8,0.7,0.188382817658576,0.102794732806823,0.84515633401425,0.865599250335145
0.9,0.7,0.293667622438746,0.157816538405976,0.898282949822383,0.93011419997703
0,0.8,0.150037075585133,0.0927848077383996,0.761986155053516,0.798725038108833
0.1,0.8,0.145072627077886,0.0872636187694082,0.77731955071904,0.805266134408074
0.2,0.8,0.163361507811259,0.0814953907332732,0.780142739145182,0.807903667044541
0.3,0.8,0.152468220059203,0.0890690110126024,0.779791743415798,0.805611533911551
0.4,0.8,0.157137447276628,0.0857947836792144,0.795539987628546,0.811964846912561
0.5,0.8,0.151462355943157,0.0861851576588189,0.788107034547617,0.81581874146221
0.6,0.8,0.172145967806528,0.0927421202459745,0.818436022826644,0.818213342565996
0.7,0.8,0.16673573123002,0.093678488328892,0.82259094278141,0.840844281963963
0.8,0.8,0.192726072161692,0.113250342772862,0.847428814911888,0.876029721207743
0.9,0.8,0.278843483703344,0.161751199544477,0.881145280994422,0.927233840650417
0,0.9,0.16788773740894,0.0852526050503777,0.767843070745649,0.806693945852419
0.1,0.9,0.159481889786336,0.084369454666511,0.762584032382004,0.805491448684113
0.2,0.9,0.155785962399983,0.0856795709132172,0.779630715768388,0.804252462265453
0.3,0.9,0.15969298599258,0.0856331051488815,0.789142222773614,0.813402189469942
0.4,0.9,0.163271184697389,0.0925656720572276,0.792900987638096,0.80424676843754
0.5,0.9,0.166584704590207,0.0913441478060143,0.808327899691881,0.80529975607145
0.6,0.9,0.16508766205124,0.0887892251823501,0.808111670088625,0.825770445488087
0.7,0.9,0.181910385486776,0.0981766235382722,0.83222173136225,0.833487804872883
0.8,0.9,0.203544439221003,0.110182579546559,0.852479295460686,0.849165890381999
0.9,0.9,0.279638467462527,0.169181406592566,0.886222638460113,0.915108760308475
0,0,0.151660335943113,0.0936904373010253,0.768912707731073,0.789023659128237
0.1,0,0.163578886690074,0.0935952299726352,0.781855844957172,0.787394824574341
0.2,0,0.15675030486485,0.0933220035392469,0.786843429089859,0.78942761261099
0.3,0,0.15676662117773,0.0935457755468761,0.793568832217445,0.794976046527137
0.4,0,0.158595489867113,0.0892031246379802,0.80932220360752,0.799813019544863
0.5,0,0.161276336892431,0.0957886726960081,0.825012928660969,0.796595778823727
0.6,0,0.160027405533698,0.107018857276667,0.828432815318924,0.79947874885309
0.7,0,0.172799001261439,0.106757872124175,0.844869546086864,0.824010751266759
0.8,0,0.19578293571716,0.131291527270756,0.864415924858161,0.850480625483611
0.9,0,0.29183008767964,0.173402663948647,0.895409052086708,0.918039168712192
0,0.1,0.153448495156997,0.0893397953712319,0.77399673949488,0.795866804405762
0.1,0.1,0.153377633530906,0.0977576451248784,0.768827403208168,0.793477945493842
0.2,0.1,0.156437560582247,0.0921474040564343,0.783604920768806,0.795748139377905
0.3,0.1,0.149539338866575,0.089013259025558,0.796065449567448,0.799372531986085
0.4,0.1,0.150212056185119,0.0930619283759238,0.80086670772887,0.799947574050282
0.5,0.1,0.150452035598001,0.092775664190302,0.806095136508228,0.798411461483342
0.6,0.1,0.16243998474484,0.102585495087101,0.830369649115584,0.803720048150309
0.7,0.1,0.171698881767807,0.107420047863307,0.83845989150572,0.82249647604643
0.8,0.1,0.188418157176811,0.12948255485546,0.859896960413073,0.873181495020416
0.9,0.1,0.294324629297005,0.173501703221983,0.899846871862879,0.909463356696862
0,0.2,0.156076859493344,0.0908800022331271,0.768162953344322,0.800105080627154
0.1,0.2,0.147804514598859,0.0880755011748591,0.78173528961694,0.792405977658746
0.2,0.2,0.158423140107094,0.0895577963781394,0.78768709141346,0.798556469328513
0.3,0.2,0.149405291392287,0.0884600647854968,0.793734118052153,0.802724346666291
0.4,0.2,0.147655995981111,0.0963258788250625,0.79368166777603,0.797171548723713
0.5,0.2,0.153389634019655,0.0904239453986757,0.807815051602359,0.811092241484065
0.6,0.2,0.166657428756693,0.104432133743344,0.827901127752018,0.808858601162009
0.7,0.2,0.171358284588891,0.10162516415164,0.847309883023597,0.824133163547749
0.8,0.2,0.193298796615021,0.120469030969467,0.860813156473506,0.850087085811441
0.9,0.2,0.32163678870222,0.181349214931201,0.907336218624753,0.941543171000324
0,0.3,0.159878305727938,0.0909092417761442,0.770467034358594,0.794565718921701
0.1,0.3,0.155621751425705,0.0893148071850927,0.771927580477087,0.799710573454289
0.2,0.3,0.147557197395627,0.0938081586050605,0.783129776745225,0.792928531763086
0.3,0.3,0.14478140708079,0.0884729559518462,0.791060158678896,0.797664888603408
0.4,0.3,0.142909474757864,0.087278240762689,0.792648225611258,0.800957780798973
0.5,0.3,0.154780146478511,0.0934478595139887,0.806572926053222,0.807939284384239
0.6,0.3,0.154712985793337,0.0944524334982641,0.821463617122317,0.809109237648037
0.7,0.3,0.172263368604976,0.110339185752122,0.841043858446513,0.826381792268419
0.8,0.3,0.183600996614899,0.116006122302614,0.854675533771018,0.839408052182881
0.9,0.3,0.26111873413011,0.158256658640104,0.89098184458325,0.923990130552091
0,0.4,0.15023256156923,0.0854487920353746,0.763610679309865,0.80230209907016
0.1,0.4,0.148555195846267,0.0871854451872361,0.771847758699471,0.800390937755567
0.2,0.4,0.151080939699575,0.0882002107462454,0.774983435692305,0.798513774535372
0.3,0.4,0.143426414712825,0.0865664974005506,0.781039470776264,0.804677736209603
0.4,0.4,0.151123398571114,0.0877800639591869,0.79969942495071,0.811330572534626
0.5,0.4,0.150901667683955,0.0888782324310899,0.807359036482031,0.808056156354371
0.6,0.4,0.157421953104611,0.0928549164208698,0.817102759117078,0.82306668932597
0.7,0.4,0.167640815265893,0.0963170380627566,0.838619057597715,0.820907742772533
0.8,0.4,0.193873262790913,0.121418694261619,0.862699827546547,0.864260036045956
0.9,0.4,0.256037919164067,0.156416137629678,0.891522316366894,0.941259104896302
0,0.5,0.149420261491873,0.0874528436287031,0.768858786017686,0.8006271984535
0.1,0.5,0.15548418588058,0.0864741553211834,0.770710042073552,0.799998512973896
0.2,0.5,0.14846404346616,0.0895996607180989,0.785009639193764,0.798693916149592
0.3,0.5,0.150269150074617,0.0833565874578462,0.792788257117689,0.804739122941309
0.4,0.5,0.152281166663486,0.0872452020666744,0.788167956950904,0.802394526259
0.5,0.5,0.148103562351616,0.0877679285084454,0.801504297393683,0.812175731541017
0.6,0.5,0.155195160624364,0.0932420922783092,0.817332722930885,0.817730624130689
0.7,0.5,0.162308884833692,0.0982694450123406,0.831810948216829,0.825978587367587
0.8,0.5,0.196454778313351,0.122637462169748,0.866471769385298,0.855403833384377
0.9,0.5,0.272276225184057,0.158837406195037,0.889941383197247,0.930586759641649
0,0.6,0.159947194252324,0.0872652952873503,0.758494377458082,0.803085745847179
0.1,0.6,0.147848314150909,0.0901489041925814,0.76717930462975,0.797567445723996
0.2,0.6,0.145690858477807,0.0865931224713984,0.772769939785151,0.804269157008279
0.3,0.6,0.147399304142683,0.0825591443449288,0.787975862770421,0.810496370868862
0.4,0.6,0.150771570877339,0.0889421878205262,0.795450545492806,0.808093980581631
0.5,0.6,0.149934616652974,0.0857826151449228,0.802638982891673,0.805392600970594
0.6,0.6,0.159860543358016,0.0920964492581253,0.823504842919409,0.822491135190749
0.7,0.6,0.164550576463174,0.100591211953879,0.829456929195382,0.83457626689265
0.8,0.6,0.179581268522965,0.120881194938146,0.845508030412713,0.85610997179331
0.9,0.6,0.302731768524089,0.176927323182378,0.902392934591863,0.950457629385924
0,0.7,0.162190462685979,0.0874211386744131,0.770200088197328,0.80190961419308
0.1,0.7,0.1511004394667,0.0917069571417616,0.769017973145444,0.800806558279561
0.2,0.7,0.151513412295342,0.0823949878754681,0.780160954068079,0.807264721237811
0.3,0.7,0.156396202878124,0.0866883094688164,0.788598763343772,0.802742495871098
0.4,0.7,0.15616606549645,0.0799324747070201,0.804098916976765,0.808774075711366
0.5,0.7,0.148830106639874,0.0943857081700397,0.804009257990745,0.81181142666466
0.6,0.7,0.157588670611498,0.0898789810600499,0.815524975721887,0.814858610279609
0.7,0.7,0.16740685892118,0.096961652439153,0.837259664175175,0.828476308750776
0.8,0.7,0.197549704667721,0.114082484616507,0.850770789424971,0.871113014764292
0.9,0.7,0.286240256202733,0.149843631897071,0.89357563247996,0.925503258412736
0,0.8,0.155954203075556,0.0935220799095996,0.759964089135015,0.800052614135171
0.1,0.8,0.152722565621445,0.084681372517866,0.774733753858299,0.799328792834309
0.2,0.8,0.153643159871103,0.0821732511135138,0.773656805916323,0.807677514294157
0.3,0.8,0.152702469280525,0.0831390601068529,0.782098705302028,0.803031452484082
0.4,0.8,0.161990909268921,0.0836969449755842,0.79038952751923,0.811830992281789
0.5,0.8,0.15576767585169,0.0922344791388804,0.802213222859039,0.80936147162733
0.6,0.8,0.15917797399042,0.0910958820694775,0.817590818501141,0.823597827487826
0.7,0.8,0.167630123566717,0.0947803632054091,0.829200249882364,0.84168281465571
0.8,0.8,0.193143203743954,0.111653242580929,0.848671612885065,0.875953742032491
0.9,0.8,0.272108843020366,0.162615512093378,0.887487903350851,0.907857024935921
0,0.9,0.159207367291629,0.0908553692415098,0.758568630783955,0.795765418092672
0.1,0.9,0.15052719218371,0.0847820873018179,0.772544006908648,0.799917682895501
0.2,0.9,0.165677510563609,0.0874997293833088,0.767971154332766,0.801771846328807
0.3,0.9,0.158295634952762,0.0867515508859869,0.789967321730154,0.801750404948769
0.4,0.9,0.155660589355488,0.0883796981149046,0.803459331441163,0.807556167535496
0.5,0.9,0.159889006209332,0.0827217622173889,0.802581878836253,0.824319558184788
0.6,0.9,0.164033919560744,0.0893803568753794,0.814005466425944,0.820571187655863
0.7,0.9,0.188374436083867,0.0974777944804224,0.830533964499955,0.831601831274754
0.8,0.9,0.198204089072174,0.115982873018992,0.85501616837192,0.86947295440879
0.9,0.9,0.291482689733654,0.15751422220015,0.884130032347835,0.924936863981785
0,0,0.154151261114054,0.0939995042590191,0.777282191219134,0.794191360133013
0.1,0,0.160133575247519,0.0953064463586759,0.773537191389883,0.789016063333245
0.2,0,0.155898639678675,0.095536611254642,0.783494185620813,0.791446761478969
0.3,0,0.151792162449368,0.0975954784916736,0.787721798115597,0.79019514915191
0.4,0,0.153661062837591,0.0939589757213909,0.800619137459892,0.795040727720606
0.5,0,0.156297156902343,0.0918205160639093,0.81280477863641,0.803633692289453
0.6,0,0.160109631592245,0.098413048943608,0.823961120097382,0.808190959471514
0.7,0,0.17023832582003,0.103130978726543,0.841120185844635,0.818091089267065
0.8,0,0.203266514124386,0.122832171251086,0.870077302088062,0.85799410537565
0.9,0,0.287492784574281,0.173498477932095,0.899960845641575,0.933098755668634
0,0.1,0.158498413846728,0.0918249846672272,0.768244632973119,0.791467157528308
0.1,0.1,0.147662043929193,0.100192574013815,0.773600129704126,0.788456130463815
0.2,0.1,0.153476772799656,0.0896144623034906,0.783933092820153,0.799537508045353
0.3,0.1,0.149962706167496,0.0956929572115584,0.785255591795599,0.792218240089576
0.4,0.1,0.16282696628096,0.0907267911950519,0.802365034800751,0.801964797194016
0.5,0.1,0.147067762407288,0.0937349994466497,0.80821152631455,0.801658448997491
0.6,0.1,0.158050611747546,0.0995960126775177,0.823633227322757,0.809088088307536
0.7,0.1,0.163832605917986,0.101447013457064,0.835444804142495,0.831700589330446
0.8,0.1,0.191317076765768,0.126955726489493,0.865081056400468,0.880129307761159
0.9,0.1,0.253629000756916,0.166448436177166,0.890985881477425,0.927117287679747
0,0.2,0.154670333242667,0.0947420589850268,0.764494358613712,0.790356483667045
0.1,0.2,0.151364418303798,0.0904861454814858,0.782420556593528,0.795457763720528
0.2,0.2,0.149011384631174,0.0892933511136156,0.781523260255324,0.79667119085854
0.3,0.2,0.157336527949387,0.0919956428416451,0.785799531853581,0.799002472639949
0.4,0.2,0.155833780718474,0.0942683935505805,0.804072735847665,0.796150422259832
0.5,0.2,0.154526269206397,0.0940188650153648,0.814092387991984,0.801025081291886
0.6,0.2,0.15709460923176,0.0993459943480818,0.825090235530313,0.812851602178938
0.7,0.2,0.17076643422922,0.102980203707766,0.842067446024947,0.814505631744897
0.8,0.2,0.19043725651583,0.119927526656562,0.864139571594207,0.850251741764653
0.9,0.2,0.264083544300621,0.146086560780746,0.890485498021182,0.910246700749285
0,0.3,0.152562432253138,0.0902277411886337,0.775473145172995,0.800840565357114
0.1,0.3,0.148425117923648,0.0908769905910196,0.777727091911945,0.79615045843352
0.2,0.3,0.149587572092967,0.0947662080182643,0.775259507742803,0.798758337500832
0.3,0.3,0.152873564377573,0.0907402704829363,0.789476180300928,0.796190245958535
0.4,0.3,0.154090911884889,0.0946353835362397,0.807729175350539,0.796707410583793
0.5,0.3,0.154456717428306,0.0991594710978963,0.810078737940007,0.80225990002157
0.6,0.3,0.154521725631519,0.0917793477505815,0.819380431175271,0.819552333093231
0.7,0.3,0.168083972637445,0.0984544837942684,0.837169233133839,0.833326971445134
0.8,0.3,0.189600863571156,0.119675971280308,0.861630841760287,0.852432269374143
0.9,0.3,0.228576007038306,0.161064362584268,0.883478975331049,0.923200497924555
0,0.4,0.152556034642762,0.0877812960280511,0.769121836839031,0.797035030868929
0.1,0.4,0.152789616725015,0.0867667540630467,0.771984071440212,0.803759853279851
0.2,0.4,0.149494427080436,0.0858319212322764,0.78503629910437,0.799810111648869
0.3,0.4,0.154576925655167,0.0916670104503318,0.793423309090383,0.793097462087738
0.4,0.4,0.150649570055336,0.0877111349429747,0.791087345722366,0.807937024238397
